model,odometer,price,DAS,accident_history,EMI,State Abb,State
Model 3,34247,27800,Autopilot,No Accidents,419,IL,Illinois
Model 3,32254,27800,Autopilot,Previously Repaired,419,MD,Maryland
Model 3,43292,28400,Autopilot,No Accidents,430,CA,California
Model 3,40657,28600,Autopilot,No Accidents,433,MN,Minnesota
Model 3,44226,28800,Autopilot,No Accidents,437,GA,Georgia
Model 3,41166,28800,Autopilot,No Accidents,437,FL,Florida
Model 3,47857,29000,Enhanced Autopilot,No Accidents,441,MD,Maryland
Model 3,41503,29100,Autopilot,No Accidents,442,CA,California
Model 3,43255,29300,Autopilot,No Accidents,446,FL,Florida
Model 3,37611,29300,Autopilot,No Accidents,446,MD,Maryland
Model 3,30042,29300,Autopilot,No Accidents,446,NJ,New Jersey
Model 3,24532,29400,Autopilot,No Accidents,448,MD,Maryland
Model 3,48206,29400,Enhanced Autopilot,No Accidents,448,MD,Maryland
Model 3,46901,29500,Enhanced Autopilot,No Accidents,450,CA,California
Model 3,30131,29600,Autopilot,No Accidents,451,CA,California
Model 3,26533,29800,Autopilot,No Accidents,455,MD,Maryland
Model 3,36964,29800,Autopilot,No Accidents,455,CA,California
Model 3,16382,29900,Autopilot,No Accidents,457,GA,Georgia
Model 3,22994,30200,Autopilot,No Accidents,462,FL,Florida
Model 3,49711,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,49942,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,32158,30300,Autopilot,No Accidents,464,CA,California
Model 3,38468,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,36116,30300,Autopilot,No Accidents,464,TN,Tennessee
Model 3,35496,30400,Autopilot,No Accidents,466,MD,Maryland
Model 3,15780,30500,Autopilot,Previously Repaired,468,CA,California
Model 3,20444,30500,Autopilot,Previously Repaired,468,FL,Florida
Model 3,29339,30600,Autopilot,No Accidents,469,CA,California
Model 3,31550,30700,Autopilot,No Accidents,471,CA,California
Model 3,34375,30800,Full Self-Driving ,Previously Repaired,473,CA,California
Model 3,27699,30800,Autopilot,No Accidents,473,MD,Maryland
Model 3,27678,30800,Autopilot,No Accidents,473,CA,California
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,27784,30800,Autopilot,No Accidents,473,MD,Maryland
Model 3,26859,30900,Enhanced Autopilot,No Accidents,475,MN,Minnesota
Model 3,32345,31000,Autopilot,No Accidents,477,CA,California
Model 3,27832,31000,Autopilot,No Accidents,477,GA,Georgia
Model 3,30086,31100,Autopilot,No Accidents,478,NJ,New Jersey
Model 3,30215,31100,Autopilot,No Accidents,478,GA,Georgia
Model 3,4829,31100,Autopilot,No Accidents,478,IL,Illinois
Model 3,31582,31100,Autopilot,No Accidents,478,CA,California
Model 3,21801,31200,Autopilot,No Accidents,480,CA,California
Model 3,17484,31400,Autopilot,No Accidents,484,NJ,New Jersey
Model 3,28419,31400,Autopilot,No Accidents,484,IL,Illinois
Model 3,27290,31400,Autopilot,No Accidents,484,CA,California
Model 3,15154,31500,Autopilot,No Accidents,486,CA,California
Model 3,10520,34600,Autopilot,Previously Repaired,541,CA,California
Model 3,35255,36000,Full Self-Driving ,No Accidents,567,CA,California
Model 3,16950,36700,Enhanced Autopilot,No Accidents,579,CA,California
Model 3,9610,36900,Enhanced Autopilot,No Accidents,583,CA,California
Model 3,8064,40900,Autopilot,No Accidents,655,CA,California
Model 3,10520,34600,Autopilot,Previously Repaired,541,CA,California
Model 3,35255,36000,Full Self-Driving ,No Accidents,567,CA,California
Model 3,16950,36700,Enhanced Autopilot,No Accidents,579,CA,California
Model 3,9610,36900,Enhanced Autopilot,No Accidents,583,CA,California
Model 3,8064,40900,Autopilot,No Accidents,655,CA,California
Model 3,10520,34600,Autopilot,Previously Repaired,541,CA,California
Model 3,19435,35400,Enhanced Autopilot,No Accidents,556,CA,California
Model 3,26035,35800,Full Self-Driving ,No Accidents,563,CA,California
Model 3,35255,36000,Full Self-Driving ,No Accidents,567,CA,California
Model 3,16950,36700,Enhanced Autopilot,No Accidents,579,CA,California
Model 3,9610,36900,Enhanced Autopilot,No Accidents,583,CA,California
Model 3,30542,40200,Enhanced Autopilot,No Accidents,642,CA,California
Model 3,8064,40900,Autopilot,No Accidents,655,CA,California
Model 3,15140,44300,Full Self-Driving ,No Accidents,716,CA,California
Model 3,19435,35400,Enhanced Autopilot,No Accidents,556,CA,California
Model 3,26035,35800,Full Self-Driving ,No Accidents,563,CA,California
Model 3,15733,38000,Enhanced Autopilot,No Accidents,603,CA,California
Model 3,14680,38800,Autopilot,No Accidents,617,CA,California
Model 3,30542,40200,Enhanced Autopilot,No Accidents,642,CA,California
Model 3,15140,44300,Full Self-Driving ,No Accidents,716,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
Model 3,1036,38600,Enhanced Autopilot,No Accidents,613,TN,Tennessee
Model 3,28009,38200,Enhanced Autopilot,Previously Repaired,606,CA,California
Model 3,14123,42200,Autopilot,No Accidents,678,CA,California
Model 3,16806,43600,Enhanced Autopilot,No Accidents,703,CA,California
Model 3,9016,35400,Enhanced Autopilot,Previously Repaired,556,MD,Maryland
Model 3,2013,36000,Enhanced Autopilot,No Accidents,567,NJ,New Jersey
Model 3,3007,36900,Enhanced Autopilot,No Accidents,583,NJ,New Jersey
Model 3,131,38800,Full Self-Driving ,No Accidents,617,MD,Maryland
Model 3,28308,40400,Enhanced Autopilot,No Accidents,646,CO,Colorado
Model 3,8952,41900,Autopilot,No Accidents,673,MN,Minnesota
Model 3,32735,41900,Enhanced Autopilot,No Accidents,673,CO,Colorado
Model 3,4208,42000,Autopilot,No Accidents,674,FL,Florida
Model 3,7949,43900,Autopilot,No Accidents,709,IL,Illinois
Model 3,23193,45200,Full Self-Driving ,No Accidents,732,IL,Illinois
Model 3,15960,46700,Enhanced Autopilot,No Accidents,759,WA,Washington
